istat;iddat;datum;name;nome;positiv;antigen;pcr(pos-geh)-tote;quarantaene;sumPos(pcr+antigen);pcr(pos-geh)+antigen(pos-geh)-tote;
21037;20210101;2021-01-01 00:00:00.0;LATSCH Gesamt;LACES Totale;150;33;6;26;183;null;
21037;20210102;2021-01-02 00:00:00.0;LATSCH Gesamt;LACES Totale;150;33;6;22;183;null;
21037;20210103;2021-01-03 00:00:00.0;LATSCH Gesamt;LACES Totale;150;34;6;21;184;null;
21037;20210104;2021-01-04 00:00:00.0;LATSCH Gesamt;LACES Totale;151;35;7;26;186;null;
21037;20210105;2021-01-05 00:00:00.0;LATSCH Gesamt;LACES Totale;151;36;6;30;187;null;
21037;20210106;2021-01-06 00:00:00.0;LATSCH Gesamt;LACES Totale;155;36;9;29;191;null;
21037;20210107;2021-01-07 00:00:00.0;LATSCH Gesamt;LACES Totale;155;36;9;35;191;null;
21037;20210108;2021-01-08 00:00:00.0;LATSCH Gesamt;LACES Totale;155;38;8;38;193;null;
21037;20210109;2021-01-09 00:00:00.0;LATSCH Gesamt;LACES Totale;155;38;5;38;193;null;
21037;20210110;2021-01-10 00:00:00.0;LATSCH Gesamt;LACES Totale;155;38;5;38;193;null;
21037;20210111;2021-01-11 00:00:00.0;LATSCH Gesamt;LACES Totale;156;38;6;37;194;null;
21037;20210112;2021-01-12 00:00:00.0;LATSCH Gesamt;LACES Totale;156;38;6;43;194;null;
21037;20210113;2021-01-13 00:00:00.0;LATSCH Gesamt;LACES Totale;156;38;4;36;194;null;
21037;20210114;2021-01-14 00:00:00.0;LATSCH Gesamt;LACES Totale;159;40;4;37;199;null;
21037;20210115;2021-01-15 00:00:00.0;LATSCH Gesamt;LACES Totale;160;46;6;49;206;null;
21037;20210116;2021-01-16 00:00:00.0;LATSCH Gesamt;LACES Totale;161;47;7;52;208;null;
21037;20210117;2021-01-17 00:00:00.0;LATSCH Gesamt;LACES Totale;161;48;7;54;209;null;
21037;20210118;2021-01-18 00:00:00.0;LATSCH Gesamt;LACES Totale;161;49;7;57;210;null;
21037;20210119;2021-01-19 00:00:00.0;LATSCH Gesamt;LACES Totale;162;52;7;58;214;null;
21037;20210120;2021-01-20 00:00:00.0;LATSCH Gesamt;LACES Totale;162;53;6;60;215;null;
21037;20210121;2021-01-21 00:00:00.0;LATSCH Gesamt;LACES Totale;164;56;6;61;220;null;
21037;20210122;2021-01-22 00:00:00.0;LATSCH Gesamt;LACES Totale;166;56;5;61;222;null;
21037;20210123;2021-01-23 00:00:00.0;LATSCH Gesamt;LACES Totale;168;58;7;62;226;null;
21037;20210124;2021-01-24 00:00:00.0;LATSCH Gesamt;LACES Totale;169;62;8;73;231;null;
21037;20210125;2021-01-25 00:00:00.0;LATSCH Gesamt;LACES Totale;171;63;9;78;234;null;
21037;20210126;2021-01-26 00:00:00.0;LATSCH Gesamt;LACES Totale;172;65;10;104;237;null;
21037;20210127;2021-01-27 00:00:00.0;LATSCH Gesamt;LACES Totale;172;66;9;108;238;null;
21037;20210128;2021-01-28 00:00:00.0;LATSCH Gesamt;LACES Totale;176;66;10;114;242;null;
21037;20210129;2021-01-29 00:00:00.0;LATSCH Gesamt;LACES Totale;178;67;10;86;245;null;
21037;20210130;2021-01-30 00:00:00.0;LATSCH Gesamt;LACES Totale;181;67;12;90;248;null;
21037;20210131;2021-01-31 00:00:00.0;LATSCH Gesamt;LACES Totale;181;67;12;80;248;null;
21037;20210201;2021-02-01 00:00:00.0;LATSCH Gesamt;LACES Totale;185;67;13;79;252;null;
21037;20210202;2021-02-02 00:00:00.0;LATSCH Gesamt;LACES Totale;186;75;14;82;261;null;
21037;20210203;2021-02-03 00:00:00.0;LATSCH Gesamt;LACES Totale;186;76;14;84;262;null;
21037;20210204;2021-02-04 00:00:00.0;LATSCH Gesamt;LACES Totale;190;83;15;103;273;null;
21037;20210205;2021-02-05 00:00:00.0;LATSCH Gesamt;LACES Totale;190;87;12;122;277;null;
21037;20210206;2021-02-06 00:00:00.0;LATSCH Gesamt;LACES Totale;193;94;13;146;287;null;
21037;20210207;2021-02-07 00:00:00.0;LATSCH Gesamt;LACES Totale;194;94;13;140;288;null;
21037;20210208;2021-02-08 00:00:00.0;LATSCH Gesamt;LACES Totale;194;95;11;147;289;null;
21037;20210209;2021-02-09 00:00:00.0;LATSCH Gesamt;LACES Totale;195;102;10;148;297;null;
21037;20210210;2021-02-10 00:00:00.0;LATSCH Gesamt;LACES Totale;null;null;null;116;300;50;
21037;20210211;2021-02-11 00:00:00.0;LATSCH Gesamt;LACES Totale;null;null;null;112;308;50;
21037;20210212;2021-02-12 00:00:00.0;LATSCH Gesamt;LACES Totale;200;112;null;111;312;50;
21037;20210213;2021-02-13 00:00:00.0;LATSCH Gesamt;LACES Totale;201;113;null;119;314;50;
21037;20210214;2021-02-14 00:00:00.0;LATSCH Gesamt;LACES Totale;204;113;null;122;317;47;
21037;20210215;2021-02-15 00:00:00.0;LATSCH Gesamt;LACES Totale;204;114;null;119;318;47;
21037;20210216;2021-02-16 00:00:00.0;LATSCH Gesamt;LACES Totale;205;118;null;116;323;45;
21037;20210217;2021-02-17 00:00:00.0;LATSCH Gesamt;LACES Totale;207;118;null;122;325;45;
21037;20210218;2021-02-18 00:00:00.0;LATSCH Gesamt;LACES Totale;210;118;null;119;328;42;
21037;20210219;2021-02-19 00:00:00.0;LATSCH Gesamt;LACES Totale;211;119;null;119;330;44;
21037;20210220;2021-02-20 00:00:00.0;LATSCH Gesamt;LACES Totale;213;120;null;117;333;42;
21037;20210221;2021-02-21 00:00:00.0;LATSCH Gesamt;LACES Totale;215;120;null;114;335;41;
21037;20210222;2021-02-22 00:00:00.0;LATSCH Gesamt;LACES Totale;215;120;null;114;335;39;
21037;20210223;2021-02-23 00:00:00.0;LATSCH Gesamt;LACES Totale;215;121;null;104;336;38;
21037;20210224;2021-02-24 00:00:00.0;LATSCH Gesamt;LACES Totale;215;122;null;101;337;39;
21037;20210225;2021-02-25 00:00:00.0;LATSCH Gesamt;LACES Totale;215;123;null;103;338;35;
21037;20210226;2021-02-26 00:00:00.0;LATSCH Gesamt;LACES Totale;220;124;null;92;344;35;
21037;20210227;2021-02-27 00:00:00.0;LATSCH Gesamt;LACES Totale;222;126;null;93;348;32;
21037;20210228;2021-02-28 00:00:00.0;LATSCH Gesamt;LACES Totale;223;126;null;84;349;25;
21037;20210301;2021-03-01 00:00:00.0;LATSCH Gesamt;LACES Totale;226;127;null;74;353;26;
21037;20210302;2021-03-02 00:00:00.0;LATSCH Gesamt;LACES Totale;226;128;null;62;354;27;
21037;20210303;2021-03-03 00:00:00.0;LATSCH Gesamt;LACES Totale;226;128;null;72;354;24;
21037;20210304;2021-03-04 00:00:00.0;LATSCH Gesamt;LACES Totale;232;128;null;73;360;36;
21037;20210305;2021-03-05 00:00:00.0;LATSCH Gesamt;LACES Totale;232;130;null;68;362;35;
21037;20210306;2021-03-06 00:00:00.0;LATSCH Gesamt;LACES Totale;236;130;null;68;366;34;
21037;20210307;2021-03-07 00:00:00.0;LATSCH Gesamt;LACES Totale;236;130;null;60;366;31;
21037;20210308;2021-03-08 00:00:00.0;LATSCH Gesamt;LACES Totale;237;130;null;58;367;35;
21037;20210309;2021-03-09 00:00:00.0;LATSCH Gesamt;LACES Totale;237;130;null;52;367;30;
21037;20210310;2021-03-10 00:00:00.0;LATSCH Gesamt;LACES Totale;237;130;null;52;367;30;
21037;20210311;2021-03-11 00:00:00.0;LATSCH Gesamt;LACES Totale;238;130;null;52;368;30;
21037;20210312;2021-03-12 00:00:00.0;LATSCH Gesamt;LACES Totale;238;131;null;42;369;30;
21037;20210313;2021-03-13 00:00:00.0;LATSCH Gesamt;LACES Totale;238;131;null;34;369;25;
21037;20210314;2021-03-14 00:00:00.0;LATSCH Gesamt;LACES Totale;238;131;null;29;369;22;
21037;20210315;2021-03-15 00:00:00.0;LATSCH Gesamt;LACES Totale;238;131;null;20;369;15;
21037;20210316;2021-03-16 00:00:00.0;LATSCH Gesamt;LACES Totale;238;132;null;19;370;13;
21037;20210317;2021-03-17 00:00:00.0;LATSCH Gesamt;LACES Totale;239;132;null;18;371;12;
21037;20210318;2021-03-18 00:00:00.0;LATSCH Gesamt;LACES Totale;239;132;null;17;371;11;
21037;20210319;2021-03-19 00:00:00.0;LATSCH Gesamt;LACES Totale;239;132;null;13;371;7;
21037;20210320;2021-03-20 00:00:00.0;LATSCH Gesamt;LACES Totale;239;132;null;11;371;8;
21037;20210321;2021-03-21 00:00:00.0;LATSCH Gesamt;LACES Totale;239;132;null;7;371;5;
21037;20210322;2021-03-22 00:00:00.0;LATSCH Gesamt;LACES Totale;239;132;null;7;371;5;
21037;20210323;2021-03-23 00:00:00.0;LATSCH Gesamt;LACES Totale;239;132;null;6;371;4;
21037;20210324;2021-03-24 00:00:00.0;LATSCH Gesamt;LACES Totale;240;132;null;5;372;3;
21037;20210325;2021-03-25 00:00:00.0;LATSCH Gesamt;LACES Totale;240;132;null;5;372;3;
21037;20210326;2021-03-26 00:00:00.0;LATSCH Gesamt;LACES Totale;240;132;null;5;372;3;
21037;20210327;2021-03-27 00:00:00.0;LATSCH Gesamt;LACES Totale;240;132;null;5;372;3;
21037;20210328;2021-03-28 00:00:00.0;LATSCH Gesamt;LACES Totale;240;132;null;5;372;3;
21037;20210329;2021-03-29 00:00:00.0;LATSCH Gesamt;LACES Totale;240;132;null;5;372;3;
21037;20210330;2021-03-30 00:00:00.0;LATSCH Gesamt;LACES Totale;240;132;null;4;372;2;
21037;20210331;2021-03-31 00:00:00.0;LATSCH Gesamt;LACES Totale;240;132;null;4;372;2;
21037;20210401;2021-04-01 00:00:00.0;LATSCH Gesamt;LACES Totale;240;133;null;5;373;3;
21037;20210402;2021-04-02 00:00:00.0;LATSCH Gesamt;LACES Totale;240;133;null;5;373;2;
21037;20210403;2021-04-03 00:00:00.0;LATSCH Gesamt;LACES Totale;240;133;null;5;373;2;
21037;20210404;2021-04-04 00:00:00.0;LATSCH Gesamt;LACES Totale;240;133;null;4;373;1;
21037;20210405;2021-04-05 00:00:00.0;LATSCH Gesamt;LACES Totale;241;133;null;5;374;2;
21037;20210406;2021-04-06 00:00:00.0;LATSCH Gesamt;LACES Totale;241;133;null;10;374;3;
21037;20210407;2021-04-07 00:00:00.0;LATSCH Gesamt;LACES Totale;241;133;null;10;374;3;
21037;20210408;2021-04-08 00:00:00.0;LATSCH Gesamt;LACES Totale;241;134;null;9;375;3;
21038;20201218;2020-12-18 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;174;49;22;27;223;null;
21038;20201219;2020-12-19 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;177;52;26;34;229;null;
21038;20201220;2020-12-20 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;178;52;27;54;230;null;
21038;20201221;2020-12-21 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;178;52;27;55;230;null;
21038;20201222;2020-12-22 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;178;56;26;60;234;null;
21038;20201223;2020-12-23 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;178;57;22;62;235;null;
21038;20201224;2020-12-24 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;179;57;17;60;236;null;
21038;20201225;2020-12-25 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;180;57;15;55;237;null;
21038;20201226;2020-12-26 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;181;57;15;52;238;null;
21038;20201227;2020-12-27 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;181;59;15;58;240;null;
21038;20201228;2020-12-28 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;181;59;15;63;240;null;
21038;20201229;2020-12-29 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;182;64;17;73;246;null;
21038;20201230;2020-12-30 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;186;67;21;68;253;null;
21038;20201231;2020-12-31 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;187;70;21;75;257;null;
21038;20210101;2021-01-01 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;188;70;20;77;258;null;
21038;20210102;2021-01-02 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;188;70;20;77;258;null;
21038;20210103;2021-01-03 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;188;70;20;74;258;null;
21038;20210104;2021-01-04 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;188;71;19;68;259;null;
21038;20210105;2021-01-05 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;188;76;16;72;264;null;
21038;20210106;2021-01-06 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;193;76;16;62;269;null;
21038;20210107;2021-01-07 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;194;76;16;63;270;null;
21038;20210108;2021-01-08 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;194;77;14;63;271;null;
21038;20210109;2021-01-09 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;194;81;10;67;275;null;
21038;20210110;2021-01-10 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;194;82;7;67;276;null;
21038;20210111;2021-01-11 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;194;82;8;59;276;null;
21038;20210112;2021-01-12 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;194;82;10;56;276;null;
21038;20210113;2021-01-13 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;194;82;8;58;276;null;
21038;20210114;2021-01-14 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;195;87;6;67;282;null;
21038;20210115;2021-01-15 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;199;87;6;64;286;null;
21038;20210116;2021-01-16 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;200;89;5;70;289;null;
21038;20210117;2021-01-17 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;202;91;2;60;293;null;
21038;20210118;2021-01-18 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;202;91;null;62;293;null;
21038;20210119;2021-01-19 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;202;91;null;61;293;null;
21038;20210120;2021-01-20 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;202;94;null;58;296;null;
21038;20210121;2021-01-21 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;202;96;null;61;298;null;
21038;20210122;2021-01-22 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;204;99;2;66;303;null;
21038;20210123;2021-01-23 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;207;102;3;86;309;null;
21038;20210124;2021-01-24 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;209;103;null;87;312;null;
21038;20210125;2021-01-25 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;209;103;null;79;312;null;
21038;20210126;2021-01-26 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;210;108;1;88;318;null;
21038;20210127;2021-01-27 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;210;109;null;97;319;null;
21038;20210128;2021-01-28 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;211;113;null;126;324;null;
21038;20210129;2021-01-29 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;213;115;2;123;328;null;
21038;20210130;2021-01-30 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;214;119;4;133;333;null;
21038;20210131;2021-01-31 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;214;127;2;143;341;null;
21038;20210201;2021-02-01 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;216;129;3;136;345;null;
21038;20210202;2021-02-02 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;216;138;2;151;354;null;
21038;20210203;2021-02-03 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;218;143;4;140;361;null;
21038;20210204;2021-02-04 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;225;151;11;165;376;null;
21038;20210205;2021-02-05 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;229;154;13;180;383;null;
21038;20210206;2021-02-06 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;231;164;11;217;395;null;
21038;20210207;2021-02-07 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;232;165;11;213;397;null;
21038;20210208;2021-02-08 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;233;165;9;210;398;null;
21038;20210209;2021-02-09 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;233;170;9;213;403;null;
21038;20210210;2021-02-10 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;null;null;null;212;408;70;
21038;20210211;2021-02-11 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;null;null;null;213;415;74;
21038;20210212;2021-02-12 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;246;177;null;182;423;73;
21038;20210213;2021-02-13 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;254;184;null;189;438;83;
21038;20210214;2021-02-14 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;258;185;null;162;443;83;
21038;20210215;2021-02-15 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;260;185;null;164;445;79;
21038;20210216;2021-02-16 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;262;189;null;170;451;78;
21038;20210217;2021-02-17 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;263;191;null;166;454;69;
21038;20210218;2021-02-18 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;266;194;null;172;460;72;
21038;20210219;2021-02-19 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;268;195;null;159;463;66;
21038;20210220;2021-02-20 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;274;198;null;157;472;63;
21038;20210221;2021-02-21 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;275;198;null;142;473;58;
21038;20210222;2021-02-22 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;276;199;null;119;475;55;
21038;20210223;2021-02-23 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;276;200;null;106;476;53;
21038;20210224;2021-02-24 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;276;203;null;114;479;45;
21038;20210225;2021-02-25 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;276;205;null;104;481;35;
21038;20210226;2021-02-26 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;280;205;null;91;485;31;
21038;20210227;2021-02-27 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;282;206;null;88;488;29;
21038;20210228;2021-02-28 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;282;206;null;78;488;23;
21038;20210301;2021-03-01 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;282;206;null;65;488;19;
21038;20210302;2021-03-02 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;282;208;null;58;490;22;
21038;20210303;2021-03-03 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;288;208;null;50;496;23;
21038;20210304;2021-03-04 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;289;208;null;52;497;34;
21038;20210305;2021-03-05 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;289;208;null;49;497;30;
21038;20210306;2021-03-06 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;289;208;null;44;497;31;
21038;20210307;2021-03-07 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;290;208;null;42;498;28;
21038;20210308;2021-03-08 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;290;208;null;38;498;28;
21038;20210309;2021-03-09 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;290;208;null;31;498;22;
21038;20210310;2021-03-10 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;290;208;null;26;498;19;
21038;20210311;2021-03-11 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;290;208;null;25;498;19;
21038;20210312;2021-03-12 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;290;208;null;20;498;14;
21038;20210313;2021-03-13 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;290;209;null;17;499;10;
21038;20210314;2021-03-14 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;290;209;null;13;499;6;
21038;20210315;2021-03-15 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;290;209;null;13;499;7;
21038;20210316;2021-03-16 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;290;209;null;12;499;6;
21038;20210317;2021-03-17 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;290;210;null;10;500;6;
21038;20210318;2021-03-18 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;292;210;null;9;502;5;
21038;20210319;2021-03-19 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;292;210;null;7;502;2;
21038;20210320;2021-03-20 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;292;210;null;7;502;2;
21038;20210321;2021-03-21 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;292;210;null;7;502;2;
21038;20210322;2021-03-22 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;292;210;null;6;502;1;
21038;20210323;2021-03-23 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;292;211;null;6;503;2;
21038;20210324;2021-03-24 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;292;212;null;7;504;3;
21038;20210325;2021-03-25 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;292;212;null;8;504;3;
21038;20210326;2021-03-26 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;292;212;null;8;504;3;
21038;20210327;2021-03-27 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;292;212;null;7;504;3;
21038;20210328;2021-03-28 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;292;212;null;7;504;3;
21038;20210329;2021-03-29 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;292;212;null;7;504;3;
21038;20210330;2021-03-30 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;292;212;null;6;504;3;
21038;20210331;2021-03-31 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;293;214;null;11;507;5;
21038;20210401;2021-04-01 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;293;214;null;12;507;5;
21038;20210402;2021-04-02 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;293;214;null;11;507;4;
21038;20210403;2021-04-03 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;293;214;null;10;507;3;
21038;20210404;2021-04-04 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;293;214;null;3;507;1;
21038;20210405;2021-04-05 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;293;214;null;3;507;1;
21038;20210406;2021-04-06 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;293;214;null;3;507;1;
21038;20210407;2021-04-07 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;293;215;null;4;508;2;
21038;20210408;2021-04-08 00:00:00.0;ALGUND Gesamt;LAGUNDO Totale;293;216;null;10;509;3;
21039;20201218;2020-12-18 00:00:00.0;LAJEN Gesamt;LAION Totale;95;41;14;5;136;null;
21039;20201219;2020-12-19 00:00:00.0;LAJEN Gesamt;LAION Totale;95;42;13;4;137;null;
21039;20201220;2020-12-20 00:00:00.0;LAJEN Gesamt;LAION Totale;95;42;13;4;137;null;
21039;20201221;2020-12-21 00:00:00.0;LAJEN Gesamt;LAION Totale;95;42;13;4;137;null;
21039;20201222;2020-12-22 00:00:00.0;LAJEN Gesamt;LAION Totale;95;42;13;3;137;null;
21039;20201223;2020-12-23 00:00:00.0;LAJEN Gesamt;LAION Totale;95;43;13;5;138;null;
21039;20201224;2020-12-24 00:00:00.0;LAJEN Gesamt;LAION Totale;95;44;13;7;139;null;
21039;20201225;2020-12-25 00:00:00.0;LAJEN Gesamt;LAION Totale;95;45;13;12;140;null;
21039;20201226;2020-12-26 00:00:00.0;LAJEN Gesamt;LAION Totale;95;45;13;12;140;null;
21039;20201227;2020-12-27 00:00:00.0;LAJEN Gesamt;LAION Totale;95;45;12;12;140;null;
21039;20201228;2020-12-28 00:00:00.0;LAJEN Gesamt;LAION Totale;95;45;12;13;140;null;
21039;20201229;2020-12-29 00:00:00.0;LAJEN Gesamt;LAION Totale;96;45;13;13;141;null;
21039;20201230;2020-12-30 00:00:00.0;LAJEN Gesamt;LAION Totale;96;45;13;13;141;null;
21039;20201231;2020-12-31 00:00:00.0;LAJEN Gesamt;LAION Totale;96;45;12;11;141;null;
21039;20210101;2021-01-01 00:00:00.0;LAJEN Gesamt;LAION Totale;97;45;13;11;142;null;
21039;20210102;2021-01-02 00:00:00.0;LAJEN Gesamt;LAION Totale;97;45;13;11;142;null;
21039;20210103;2021-01-03 00:00:00.0;LAJEN Gesamt;LAION Totale;97;45;13;9;142;null;
21039;20210104;2021-01-04 00:00:00.0;LAJEN Gesamt;LAION Totale;97;45;13;9;142;null;
21039;20210105;2021-01-05 00:00:00.0;LAJEN Gesamt;LAION Totale;98;46;14;12;144;null;
21039;20210106;2021-01-06 00:00:00.0;LAJEN Gesamt;LAION Totale;98;46;14;7;144;null;
21039;20210107;2021-01-07 00:00:00.0;LAJEN Gesamt;LAION Totale;98;46;14;7;144;null;
21039;20210108;2021-01-08 00:00:00.0;LAJEN Gesamt;LAION Totale;98;47;14;8;145;null;
21039;20210109;2021-01-09 00:00:00.0;LAJEN Gesamt;LAION Totale;98;48;14;14;146;null;
21039;20210110;2021-01-10 00:00:00.0;LAJEN Gesamt;LAION Totale;98;48;14;14;146;null;
21039;20210111;2021-01-11 00:00:00.0;LAJEN Gesamt;LAION Totale;98;48;14;13;146;null;
21039;20210112;2021-01-12 00:00:00.0;LAJEN Gesamt;LAION Totale;98;53;14;19;151;null;
21039;20210113;2021-01-13 00:00:00.0;LAJEN Gesamt;LAION Totale;98;54;13;22;152;null;
21039;20210114;2021-01-14 00:00:00.0;LAJEN Gesamt;LAION Totale;99;55;13;30;154;null;
21039;20210115;2021-01-15 00:00:00.0;LAJEN Gesamt;LAION Totale;99;55;12;36;154;null;
21039;20210116;2021-01-16 00:00:00.0;LAJEN Gesamt;LAION Totale;100;56;13;41;156;null;
21039;20210117;2021-01-17 00:00:00.0;LAJEN Gesamt;LAION Totale;100;57;13;46;157;null;
21039;20210118;2021-01-18 00:00:00.0;LAJEN Gesamt;LAION Totale;104;58;17;51;162;null;
21039;20210119;2021-01-19 00:00:00.0;LAJEN Gesamt;LAION Totale;104;59;17;52;163;null;
21039;20210120;2021-01-20 00:00:00.0;LAJEN Gesamt;LAION Totale;104;60;17;52;164;null;
21039;20210121;2021-01-21 00:00:00.0;LAJEN Gesamt;LAION Totale;106;62;19;54;168;null;
21039;20210122;2021-01-22 00:00:00.0;LAJEN Gesamt;LAION Totale;107;62;19;68;169;null;
21039;20210123;2021-01-23 00:00:00.0;LAJEN Gesamt;LAION Totale;107;63;17;67;170;null;
21039;20210124;2021-01-24 00:00:00.0;LAJEN Gesamt;LAION Totale;108;63;18;68;171;null;
21039;20210125;2021-01-25 00:00:00.0;LAJEN Gesamt;LAION Totale;110;63;20;66;173;null;
21039;20210126;2021-01-26 00:00:00.0;LAJEN Gesamt;LAION Totale;110;69;20;72;179;null;
21039;20210127;2021-01-27 00:00:00.0;LAJEN Gesamt;LAION Totale;112;72;22;78;184;null;
21039;20210128;2021-01-28 00:00:00.0;LAJEN Gesamt;LAION Totale;112;73;22;86;185;null;
21039;20210129;2021-01-29 00:00:00.0;LAJEN Gesamt;LAION Totale;114;74;23;91;188;null;
21039;20210130;2021-01-30 00:00:00.0;LAJEN Gesamt;LAION Totale;115;76;22;97;191;null;
